event_group	event_name	display_name	property	trigger_steps	trigger_url	login_state	event_property_groups	custom_event_properties	trigger_identify_call	expected_traits	source	destinations	automatable	test_notes	description	audit_status	audit_date	audit_notes
lifecycle	Registered Date	registered_date	inc42 | datalabs	Register a fresh test account | then sign out and sign back in | inspect identify() on both	https://inc42.com	logged-out	user	registered_date:string	Yes	registered_date = Keep. Write only registered_date. Takes copied dates from Registration Status drop.	web | backend	posthog | customerio	auto	Media CIO 2% ; DataLabs PH 21,873 / CIO 12% ; PostHog people: 21,873 ; Your sheet row 39 ; Live sample values: 2026-01-11 | 2026-03-07 (date)	Keep. Write only registered_date. Takes copied dates from Registration Status drop.	KEEP	2026-09-07	Current: PostHog: Registered Date ; Customer.io: Registered_Date / Registered Date ; PH DataLabs: Registered Date' (17,029) rename→'registered_date' ; CIO Main: Registered_Date' (2,681) rename→'registered_date' -> Expected: registered_date | Keep. Write only registered_date. Takes copied dates from Registration Status drop.
lifecycle	User Creation Date	user_creation_date	inc42 | datalabs	Register a fresh test account | then sign out and sign back in | inspect identify() on both	https://inc42.com	logged-out	user	user_creation_date:string	Yes	user_creation_date = Keep. Write only user_creation_date.	web | backend	posthog | customerio	auto	Media PH 29,314 / CIO 8% ; DataLabs PH 291 / CIO <1% ; PostHog people: 29,605 ; Your sheet row 40 ; Live sample values: 2024-07-17 04:59:27 (datetime)	Keep. Write only user_creation_date.	KEEP	2026-09-07	Current: PostHog: User Creation Date / user_creation_date ; Customer.io: User Creation Date ; PH Main: User Creation Date' (25,181) rename→'user_creation_date' ; PH DataLabs: User Creation Date' (233) rename→'user_creation_date' ; CIO Main: User Creation Date' (3,972) rename→'user_creation_date' -> Expected: user_creation_date | Keep. Write only user_creation_date.
newsletter	Daily Newsletter Status	daily_newsletter_status	inc42 | datalabs	Scroll to the newsletter box on any article | enter the audit test email | click Subscribe | inspect identify()	https://inc42.com/buzz/	any	newsletter	daily_newsletter_status:string	Yes	daily_newsletter_status = Keep. Write only daily_newsletter_status.	web | backend	posthog | customerio	auto	Media PH 2,300 ; DataLabs PH 1,563 ; PostHog people: 3,863 ; Your sheet row 60 ; Live sample values: Yes	consent	KEEP	2026-09-07	Current: PostHog: Daily_Newsletter_Status ; PH Main: Daily_Newsletter_Status' (2,300) rename→'daily_newsletter_status' ; PH DataLabs: Daily_Newsletter_Status' (1,563) rename→'daily_newsletter_status' ; CIO Main: Daily_Newsletter_Status' (11) rename→'daily_newsletter_status' ; CIO DataLabs: — (not in this workspace) -> Expected: daily_newsletter_status | Keep. Write only daily_newsletter_status. | consent
newsletter	Ecommerce_Newsletter_Status	ecommerce_newsletter_status	inc42	Scroll to the newsletter box on any article | enter the audit test email | click Subscribe | inspect identify()	https://inc42.com/buzz/	any	newsletter	ecommerce_newsletter_status:string	Yes	ecommerce_newsletter_status = Keep. Write only ecommerce_newsletter_status.	web | backend	customerio	auto	Media Keep (CIO 10). ; Your sheet row 66 ; Live sample values: Yes	consent; small/new	KEEP	2026-09-07	Current: CIO Main: Ecommerce_Newsletter_Status' (10) rename→'ecommerce_newsletter_status' ; CIO DataLabs: — (not in this workspace) -> Expected: ecommerce_newsletter_status | Keep. Write only ecommerce_newsletter_status. | consent; small/new
newsletter	Indepth Newsletter Status	indepth_newsletter_status	inc42	Scroll to the newsletter box on any article | enter the audit test email | click Subscribe | inspect identify()	https://inc42.com/buzz/	any	newsletter	indepth_newsletter_status:string	Yes	indepth_newsletter_status = Keep. Write only indepth_newsletter_status.	web | backend	TODO-confirm	auto	Media Keep. CIO. ; Your sheet row 62 ; Live sample values: Yes	consent	KEEP	2026-09-07	Current: not currently live -> Expected: indepth_newsletter_status | Keep. Write only indepth_newsletter_status. | consent
newsletter	LinkedIn Newsletter Subscribed	linkedin_newsletter_subscribed	inc42	Scroll to the newsletter box on any article | enter the audit test email | click Subscribe | inspect identify()	https://inc42.com/buzz/	any	newsletter	linkedin_newsletter_subscribed:string	Yes	linkedin_newsletter_subscribed = Keep. Write only linkedin_newsletter_subscribed.	web | backend	customerio	auto	Media CIO 4% ; Your sheet row 68 ; Live sample values: comma-list of NL names: 'Inc42 Daily Brief, The Checkout By Inc42, The AI Shift By Inc42'	consent	KEEP	2026-09-07	Current: Customer.io: LinkedIn Newsletter Subscribed ; CIO Main: LinkedIn Newsletter Subscribed' (3,953) rename→'linkedin_newsletter_subscribed' ; CIO DataLabs: — (not in this workspace) -> Expected: linkedin_newsletter_subscribed | Keep. Write only linkedin_newsletter_subscribed. | consent
newsletter	Markets Newsletter Status	markets_newsletter_status	inc42	Scroll to the newsletter box on any article | enter the audit test email | click Subscribe | inspect identify()	https://inc42.com/buzz/	any	newsletter	markets_newsletter_status:string	Yes	markets_newsletter_status = Keep. Write only markets_newsletter_status.	web | backend	TODO-confirm	auto	Media Keep. CIO. ; Your sheet row 65 ; Live sample values: Yes (CIO attr 'Inc42_Markets_Status')	consent	KEEP	2026-09-07	Current: not currently live -> Expected: markets_newsletter_status | Keep. Write only markets_newsletter_status. | consent
newsletter	Moneyball Newsletter Status	moneyball_newsletter_status	inc42	Scroll to the newsletter box on any article | enter the audit test email | click Subscribe | inspect identify()	https://inc42.com/buzz/	any	newsletter	moneyball_newsletter_status:string	Yes	moneyball_newsletter_status = Keep. Write only moneyball_newsletter_status.	web | backend	TODO-confirm	auto	Media Keep. CIO. ; Your sheet row 63 ; Live sample values: Yes	consent	KEEP	2026-09-07	Current: not currently live -> Expected: moneyball_newsletter_status | Keep. Write only moneyball_newsletter_status. | consent
newsletter	Newsletter Source	newsletter_source	inc42	Scroll to the newsletter box on any article | enter the audit test email | click Subscribe | inspect identify()	https://inc42.com/buzz/	any	newsletter	newsletter_source:string	Yes	newsletter_source = Keep. Write only newsletter_source. This is a person field, not an event.	web | backend	customerio	auto	Media CIO 2% ; Your sheet row 69 ; Live sample values: The D2C Summit Checkout | Ai Summit Checkout | D2CX Checkout | The D2C Summit Home Page	event acquisition source; relatable to events object	KEEP	2026-09-07	Current: Customer.io: Newsletter Source ; CIO Main: Newsletter Source' (1,282) rename→'newsletter_source' ; CIO DataLabs: — (not in this workspace) -> Expected: newsletter_source | Keep. Write only newsletter_source. This is a person field, not an event. | event acquisition source; relatable to events object
newsletter	Newsletter Subscribed	newsletter_subscribed	inc42	Scroll to the newsletter box on any article | enter the audit test email | click Subscribe | inspect identify()	https://inc42.com/buzz/	any	newsletter	newsletter_subscribed:string	Yes	newsletter_subscribed = Keep. Write only newsletter_subscribed.	web | backend	posthog	auto	Media PH 1,727 ; PostHog people: 1,727 ; Your sheet row 59 ; Live sample values: Yes	consent	KEEP	2026-09-07	Current: PostHog: Newsletter Subscribed -> Expected: newsletter_subscribed | Keep. Write only newsletter_subscribed. | consent
newsletter	The_AI_Shift_Newsletter_Status	the_ai_shift_newsletter_status	inc42	Scroll to the newsletter box on any article | enter the audit test email | click Subscribe | inspect identify()	https://inc42.com/buzz/	any	newsletter	the_ai_shift_newsletter_status:string	Yes	the_ai_shift_newsletter_status = Keep. Write only the_ai_shift_newsletter_status.	web | backend	customerio	auto	Media Keep (CIO 10). ; Your sheet row 67 ; Live sample values: Yes	consent; small/new	KEEP	2026-09-07	Current: CIO Main: The_AI_Shift_Newsletter_Status' (10) rename→'the_ai_shift_newsletter_status' ; CIO DataLabs: — (not in this workspace) -> Expected: the_ai_shift_newsletter_status | Keep. Write only the_ai_shift_newsletter_status. | consent; small/new
newsletter	The Outline Newsletter Status	the_outline_newsletter_status	inc42	Scroll to the newsletter box on any article | enter the audit test email | click Subscribe | inspect identify()	https://inc42.com/buzz/	any	newsletter	the_outline_newsletter_status:string	Yes	the_outline_newsletter_status = Keep. Write only the_outline_newsletter_status.	web | backend	TODO-confirm	auto	Media Keep. CIO. ; Your sheet row 64 ; Live sample values: Yes (CIO attr 'TheOutline_Newsletter_Status')	consent	KEEP	2026-09-07	Current: not currently live -> Expected: the_outline_newsletter_status | Keep. Write only the_outline_newsletter_status. | consent
newsletter	Weekly Newsletter Status	weekly_newsletter_status	inc42	Scroll to the newsletter box on any article | enter the audit test email | click Subscribe | inspect identify()	https://inc42.com/buzz/	any	newsletter	weekly_newsletter_status:string	Yes	weekly_newsletter_status = Keep. Write only weekly_newsletter_status.	web | backend	TODO-confirm	auto	Media Keep. CIO. ; Your sheet row 61 ; Live sample values: Yes	consent	KEEP	2026-09-07	Current: not currently live -> Expected: weekly_newsletter_status | Keep. Write only weekly_newsletter_status. | consent
payment	payment_stage	payment_stage	inc42 | datalabs	DO NOT COMPLETE a real payment | verify on an existing paid test profile in PostHog + Customer.io	https://inc42.com/pro	logged-in	pro | plus	payment_stage:string	Yes	payment_stage = Keep payment_stage. Do not overwrite it with membership status. pro_membership_status is a separate Add row.	backend	posthog | customerio	observe	Media PH 413 / CIO <1% ; DataLabs PH 802 / CIO 4% ; PostHog people: 1,215 ; priority P3 ; Your sheet row 5	Keep payment_stage. Do not overwrite it with membership status. pro_membership_status is a separate Add row.	KEEP	2026-09-07	Current: PostHog: Payment Stage ; Customer.io: Payment Stage -> Expected: payment_stage | Keep payment_stage. Do not overwrite it with membership status. pro_membership_status is a separate Add row.
plus_subscription	Plus Last Payment Date	plus_last_payment_date	inc42	Open the Plus plan page | start checkout | STOP at the Razorpay screen | verify destination-side only	https://inc42.com/plus/	logged-in	plus	plus_last_payment_date:string	Yes	plus_last_payment_date = Keep. Write into CIO too (currently PostHog only).	backend	posthog | customerio	manual	Media PH 457 ; PostHog people: 457 ; Your sheet row 56 ; Live sample values: 2022-04-21T13:56:35 (ISO datetime)	Keep. Write into CIO too (currently PostHog only).	KEEP	2026-09-07	Current: PostHog: Plus Last Payment Date ; PH Main: Plus Last Payment Date' (457) rename→'plus_last_payment_date' ; CIO Main: — (not in this workspace) ; CIO DataLabs: — (not in this workspace) -> Expected: plus_last_payment_date | Keep. Write into CIO too (currently PostHog only).
plus_subscription	Plus Membership Start Date	plus_membership_start_date	inc42 | datalabs	Open the Plus plan page | start checkout | STOP at the Razorpay screen | verify destination-side only	https://inc42.com/plus/	logged-in	plus	plus_membership_start_date:string	Yes	plus_membership_start_date = Keep. Write only plus_membership_start_date.	backend	posthog | customerio	manual	Media PH 718 / CIO 1% ; DataLabs PH 162 ; PostHog people: 880 ; Your sheet row 54 ; Live sample values: 2022-04-09 5:30:00 | 2025-01-07 11:19:10 (datetime)	Keep. Write only plus_membership_start_date.	KEEP	2026-09-07	Current: PostHog: Plus Membership Start Date ; Customer.io: Plus Membership Start Date ; PH Main: Plus Membership Start Date' (690) rename→'plus_membership_start_date' ; CIO Main: Plus Membership Start Date' (1,625) rename→'plus_membership_start_date' ; 'Plus_Membership_Start_Date' (1,042) rename→'plus_membership_start_date' ; CIO DataLabs: — (not in this workspace) -> Expected: plus_membership_start_date | Keep. Write only plus_membership_start_date.
plus_subscription	Plus Membership Status	plus_membership_status	inc42	Open the Plus plan page | start checkout | STOP at the Razorpay screen | verify destination-side only	https://inc42.com/plus/	logged-in	plus	plus_membership_status:string	Yes	plus_membership_status = Keep. Write into CIO too (currently PostHog only).	backend	posthog | customerio	manual	Media PH 501 ; PostHog people: 501 ; Your sheet row 53 ; Live sample values: active | inactive | expired_with_error | cancelled	PostHog-only; sync active/expired enum into CIO	KEEP	2026-09-07	Current: PostHog: Plus Membership Status ; PH Main: Plus Membership Status' (501) rename→'plus_membership_status' ; CIO Main: — (not in this workspace) ; CIO DataLabs: — (not in this workspace) -> Expected: plus_membership_status | Keep. Write into CIO too (currently PostHog only). | PostHog-only; sync active/expired enum into CIO
plus_subscription	Plus Membership Type	plus_membership_type	inc42 | datalabs	Open the Plus plan page | start checkout | STOP at the Razorpay screen | verify destination-side only	https://inc42.com/plus/	logged-in	plus	plus_membership_type:string	Yes	plus_membership_type = Keep Plus as Plus. Write only plus_membership_type.	backend	posthog | customerio	manual	Media PH 268 / CIO 1% ; DataLabs PH 162 ; PostHog people: 430 ; Your sheet row 52 ; Live sample values: Inc42 Plus - Annual Membership | Inc42 Plus - 2 Year Membership | Inc42 Plus Monthly	Keep Plus as Plus. Write only plus_membership_type.	KEEP	2026-09-07	Current: PostHog: Plus Membership Type ; Customer.io: Plus Membership Type ; CIO Main: Plus Membership Type' (1,619) rename→'plus_membership_type' ; 'Plus_Membership_Type' (1,038) rename→'plus_membership_type' ; CIO DataLabs: — (not in this workspace) -> Expected: plus_membership_type | Keep Plus as Plus. Write only plus_membership_type.
plus_subscription	Plus Next Payment Date	plus_next_payment_date	inc42 | datalabs	Open the Plus plan page | start checkout | STOP at the Razorpay screen | verify destination-side only	https://inc42.com/plus/	logged-in	plus	plus_next_payment_date:string	Yes	plus_next_payment_date = Keep. Absorbs Plus Next Bill Date.	backend	posthog | customerio	manual	Media PH 462 / CIO <1% ; DataLabs PH 162 ; PostHog people: 624 ; blank rate: 58% ; Your sheet row 55 ; Live sample values: CIO: 2024-01-12 14:31:49 (readable) ; ⚠ PH-Main all unix (1775559232)	keep — absorbs Plus Next Bill Date (same: next billing/charge date)	KEEP	2026-09-07	Current: PostHog: Plus Next Payment Date ; Customer.io: Plus Next Payment Date ; PH Main: Plus Next Payment Date' (434) rename→'plus_next_payment_date' ; CIO Main: Plus Next Payment Date' (499) rename→'plus_next_payment_date' ; 'Plus_Next_Payment_Date' (312) rename→'plus_next_payment_date' ; CIO DataLabs: — (not in this workspace) -> Expected: plus_next_payment_date | Keep. Absorbs Plus Next Bill Date. | keep — absorbs Plus Next Bill Date (same: next billing/charge date)
pro_subscription	Pro Membership Type	pro_membership_type	inc42 | datalabs	Open the Pro plan page | start checkout | STOP at the Razorpay screen | verify via pro_subscription / pro_billing events	https://inc42.com/pro	logged-in	pro	pro_membership_type:string	Yes	pro_membership_type = Keep the type. Dates and status are the Add rows.	backend	posthog | customerio	manual	Media PH 389 / CIO <1% ; DataLabs PH 783 / CIO 4% ; PostHog people: 1,172 ; Your sheet row 57 ; Live sample values: Datalabs Pro - Monthly | - Yearly | - Quarterly | - Free Trial | Contacts - Monthly	Keep the type. Dates and status are the Add rows.	KEEP	2026-09-07	Current: PostHog: Pro Membership Type ; Customer.io: Pro Membership Type ; PH Main: Pro Membership Type' (134) rename→'pro_membership_type' ; PH DataLabs: Pro Membership Type' (314) rename→'pro_membership_type' ; CIO Main: Pro Membership Type' (133) rename→'pro_membership_type' ; CIO DataLabs: Pro Membership Type' (277) rename→'pro_membership_type' -> Expected: pro_membership_type | Keep the type. Dates and status are the Add rows.
professional	Designation	designation	inc42 | datalabs	Sign in | open Profile / complete-your-profile | set Designation, Seniority, Function | save | inspect identify()	https://inc42.com/profile/	logged-in	user	designation:string	Yes	designation = Keep. Write only designation.	web | backend	posthog | customerio	auto	Media PH 102,926 / CIO 16% ; DataLabs PH 332 / CIO <1% ; PostHog people: 103,258 ; blank rate: 75% ; Your sheet row 45 ; Live sample values: Partner | Analyst | VP of Tech ; ⚠ pollution: 'Rawalpindi, Pakistan','I want to advertise with you', company names	free text	KEEP	2026-09-07	Current: PostHog: Designation / designation ; Customer.io: Designation ; PH Main: Designation' (98,938) rename→'designation' ; PH DataLabs: Designation' (274) rename→'designation' ; CIO Main: Designation' (13,447) rename→'designation' -> Expected: designation | Keep. Write only designation. | free text
professional	Function	function	inc42	Sign in | open Profile / complete-your-profile | set Designation, Seniority, Function | save | inspect identify()	https://inc42.com/profile/	logged-in	user	function:string	Yes	function = Keep. Write only function. DataLabs copy comes from the Company Function merge.	web | backend	posthog | customerio	auto	Media PH 39 / CIO <1% ; PostHog people: 39 ; Your sheet row 46 ; Live sample values: Finance & Accounting | HR & L&D | Leadership | Sales & Business Development	Keep. Write only function. DataLabs copy comes from the Company Function merge.	KEEP	2026-09-07	Current: PostHog: Function ; Customer.io: Function ; PH Main: Function' (14) rename→'function' ; CIO Main: Function' (188) rename→'function' ; CIO DataLabs: — (not in this workspace) -> Expected: function | Keep. Write only function. DataLabs copy comes from the Company Function merge.
professional	Investor Type	investor_type	datalabs	Sign in | open Profile / complete-your-profile | set Designation, Seniority, Function | save | inspect identify()	https://inc42.com/profile/	logged-in	user	investor_type:string	Yes	investor_type = Keep. Write only investor_type. DataLabs field.	web | backend	posthog | customerio	auto	DataLabs PH 14,356 / CIO 25% ; PostHog people: 14,356 ; blank rate: 3% ; Your sheet row 48 ; Live sample values: Incubator | Angel Investor | Family_Office | Investment Bank	↔ warehouse is_investor governed flag	KEEP	2026-09-07	Current: PostHog: Investor Type ; Customer.io: Investor Type ; PH DataLabs: Investor Type' (8,139) rename→'investor_type' ; CIO Main: — (not in this workspace) -> Expected: investor_type | Keep. Write only investor_type. DataLabs field. | ↔ warehouse is_investor governed flag
professional	Lead Type	lead_type	inc42	Sign in | open Profile / complete-your-profile | set Designation, Seniority, Function | save | inspect identify()	https://inc42.com/profile/	logged-in	user	lead_type:string	Yes	lead_type = Keep. Write only lead_type.	web | backend	customerio	auto	Media CIO 2% ; Your sheet row 74 ; Live sample values: Partial Entry | LinkedIn Lead	feeds events (rel) status (Partial Entry = registered-not-paid); small	KEEP	2026-09-07	Current: Customer.io: Lead Type ; CIO Main: Lead Type' (97) rename→'lead_type' ; CIO DataLabs: — (not in this workspace) -> Expected: lead_type | Keep. Write only lead_type. | feeds events (rel) status (Partial Entry = registered-not-paid); small
professional	User Type	user_type	inc42 | datalabs	Sign in | open Profile / complete-your-profile | set Designation, Seniority, Function | save | inspect identify()	https://inc42.com/profile/	logged-in	user	user_type:string	Yes	user_type = Keep. Write only user_type.	web | backend	posthog | customerio	auto	Media PH 17,511 / CIO 10% ; DataLabs PH 70,330 / CIO 72% ; PostHog people: 87,841 ; Your sheet row 37 ; Live sample values: Free | Registered | Plus Member | Pro Member | Pro Trial	core segment	KEEP	2026-09-07	Current: PostHog: User Type ; Customer.io: User Type ; PH Main: User Type' (15,777) rename→'user_type' ; PH DataLabs: User Type' (64,360) rename→'user_type' ; CIO Main: User Type' (8,964) rename→'user_type' ; 'User_Type' (6,029) rename→'user_type' ; CIO DataLabs: User Type' (7,455) rename→'user_type' -> Expected: user_type | Keep. Write only user_type. | core segment
system	anonymous_id	anonymous_id	inc42 | datalabs | app	Observation only - SDK or vendor-reserved field, no user action sets it		any	system	anonymous_id:string	No	anonymous_id = Keep. Auto-captured. Do not rebuild.	web | backend	customerio	observe	Media CIO 11% ; DataLabs CIO 78% ; App CIO 100% ; Your sheet row 75 ; Live sample values: 7a4cc924-ecca-b078-7b33-dd343d59c3c3 (uuid)	auto	KEEP	2026-09-07	Current: Customer.io: anonymous_id -> Expected: anonymous_id | Keep. Auto-captured. Do not rebuild. | auto
system	Interests	interests	inc42	Observation only - SDK or vendor-reserved field, no user action sets it		any	system	interests:string	No	interests = Keep. Write only interests. Needs a controlled vocab.	web | backend	posthog | customerio	observe	"Media PH 39 / CIO <1% ; PostHog people: 39 ; Your sheet row 73 ; Live sample values: JSON array of micro-tags: '[""""AI"""",""""Fintech SaaS"""",""""Payment Gateway""""]' ; 9-14 ppl ; ⚠ typos 'Competative Exam Preperation'"	interest micro-tags; needs own controlled vocab + typo cleanup	KEEP	2026-09-07	Current: PostHog: Interests ; Customer.io: Interests ; PH Main: Interests' (14) rename→'interests' ; CIO Main: Interests' (12) rename→'interests' ; CIO DataLabs: — (not in this workspace) -> Expected: interests | Keep. Write only interests. Needs a controlled vocab. | interest micro-tags; needs own controlled vocab + typo cleanup
app_engagement	App canonical slugs	App canonical slugs	app	Observation only - cannot be driven from Chrome. Complete a Brief in the app, then check the App PostHog project (146258)		logged-in	app	App canonical slugs:string	Yes	App canonical slugs = App writes the same slugs as Media and DataLabs. Do not merge PostHog projects.	ios | android	TODO-confirm	observe	Your sheet row 22	App writes the same slugs as Media and DataLabs. Do not merge PostHog projects.	NONE	2026-09-07	Current: not currently live -> Expected: App canonical slugs | App writes the same slugs as Media and DataLabs. Do not merge PostHog projects.
attribution	_kx	_kx	inc42 | datalabs	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	_kx:string	Yes	_kx = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 42,407 ; DataLabs PH 34,019 ; PostHog people: 76,426 ; blank rate: 100% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: _kx -> Expected: _kx | SDK or vendor plumbing. Not authored by us. No action.
attribution	dclid	dclid	inc42 | datalabs	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	dclid:string	Yes	dclid = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 42,407 ; DataLabs PH 34,019 ; PostHog people: 76,426 ; blank rate: 100% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: dclid -> Expected: dclid | SDK or vendor plumbing. Not authored by us. No action.
attribution	epik	epik	inc42 | datalabs	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	epik:string	Yes	epik = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 40,447 ; DataLabs PH 34,016 ; PostHog people: 74,463 ; blank rate: 100% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: epik -> Expected: epik | SDK or vendor plumbing. Not authored by us. No action.
attribution	fbclid	fbclid	inc42 | datalabs	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	fbclid:string	Yes	fbclid = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 183,524 ; DataLabs PH 34,622 ; PostHog people: 218,146 ; blank rate: 35% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: fbclid -> Expected: fbclid | SDK or vendor plumbing. Not authored by us. No action.
attribution	gad_source	gad_source	inc42 | datalabs	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	gad_source:string	Yes	gad_source = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 42,407 ; DataLabs PH 34,019 ; PostHog people: 76,426 ; blank rate: 100% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: gad_source -> Expected: gad_source | SDK or vendor plumbing. Not authored by us. No action.
attribution	gbraid	gbraid	inc42 | datalabs	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	gbraid:string	Yes	gbraid = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 42,407 ; DataLabs PH 34,019 ; PostHog people: 76,426 ; blank rate: 100% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: gbraid -> Expected: gbraid | SDK or vendor plumbing. Not authored by us. No action.
attribution	gclid	gclid	inc42 | datalabs	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	gclid:string	Yes	gclid = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 45,660 ; DataLabs PH 34,042 ; PostHog people: 79,702 ; blank rate: 96% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: gclid -> Expected: gclid | SDK or vendor plumbing. Not authored by us. No action.
attribution	gclsrc	gclsrc	inc42 | datalabs	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	gclsrc:string	Yes	gclsrc = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 42,407 ; DataLabs PH 34,019 ; PostHog people: 76,426 ; blank rate: 100% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: gclsrc -> Expected: gclsrc | SDK or vendor plumbing. Not authored by us. No action.
attribution	igshid	igshid	inc42 | datalabs	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	igshid:string	Yes	igshid = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 42,407 ; DataLabs PH 34,019 ; PostHog people: 76,426 ; blank rate: 100% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: igshid -> Expected: igshid | SDK or vendor plumbing. Not authored by us. No action.
attribution	irclid	irclid	inc42 | datalabs	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	irclid:string	Yes	irclid = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 42,407 ; DataLabs PH 34,019 ; PostHog people: 76,426 ; blank rate: 100% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: irclid -> Expected: irclid | SDK or vendor plumbing. Not authored by us. No action.
attribution	li_fat_id	li_fat_id	inc42 | datalabs	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	li_fat_id:string	Yes	li_fat_id = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 43,712 ; DataLabs PH 34,019 ; PostHog people: 77,731 ; blank rate: 98% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: li_fat_id -> Expected: li_fat_id | SDK or vendor plumbing. Not authored by us. No action.
attribution	msclkid	msclkid	inc42 | datalabs	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	msclkid:string	Yes	msclkid = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 42,414 ; DataLabs PH 34,019 ; PostHog people: 76,433 ; blank rate: 100% ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: msclkid -> Expected: msclkid | SDK or vendor plumbing. Not authored by us. No action.
attribution	ph_keyword	ph_keyword	inc42 | datalabs	Open any inc42.com URL with utm_source/utm_medium/utm_campaign appended | complete registration in the same session | inspect identify()	https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit	logged-out	attribution	ph_keyword:string	Yes	ph_keyword = SDK or vendor plumbing. Not authored by us. No action.	web	posthog	auto	Media PH 3 ; DataLabs PH 4 ; PostHog people: 7 ; Newly found by audit	SDK or vendor plumbing. Not authored by us. No action.	NONE	2026-09-07	Current: PostHog: ph_keyword -> Expected: ph_keyword | SDK or vendor plumbing. Not authored by us. No action.
