event_group,event_name,display_name,property,trigger_steps,trigger_url,login_state,event_property_groups,custom_event_properties,trigger_identify_call,expected_traits,source,destinations,automatable,test_notes,description,audit_status,audit_date,audit_notes,Where to change it,What exactly to do,Done when
marketing_attribution,ttclid,(remove from the person),inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,(remove from the person):string,Yes,"(remove from the person) = removed - it belongs to a click, not a person",web,posthog,manual,"PostHog 'ttclid' SINCE 1 JAN 2025: 41,315 people, 41,315 empty (100% of them empty) [all-time for contrast: 42,789 people, 42,789 empty]","This field is on about 42,789 people and every single one of them is empty.",DELETE,2026-09-08,Current: a click ID stored permanently on the person -> Expected: removed from the person.,"PostHog, Inc42 | Live project (53557) > People. And the Inc42 Media website code that copies the web address into the person record.","Remove it - nothing is lost, every value is empty.",The field no longer appears in the people list in PostHog.
marketing_attribution,gbraid,(remove from the person),inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,(remove from the person):string,Yes,"(remove from the person) = removed - it belongs to a click, not a person",web,posthog,manual,"PostHog 'gbraid' SINCE 1 JAN 2025: 41,315 people, 41,315 empty (100% of them empty) [all-time for contrast: 42,789 people, 42,789 empty]","This field is on about 42,789 people and every single one of them is empty.",DELETE,2026-09-08,Current: a click ID stored permanently on the person -> Expected: removed from the person.,"PostHog, Inc42 | Live project (53557) > People. And the Inc42 Media website code that copies the web address into the person record.","Remove it - nothing is lost, every value is empty.",The field no longer appears in the people list in PostHog.
marketing_attribution,rdt_cid,(remove from the person),inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,(remove from the person):string,Yes,"(remove from the person) = removed - it belongs to a click, not a person",web,posthog,manual,"PostHog 'rdt_cid' SINCE 1 JAN 2025: 41,315 people, 41,315 empty (100% of them empty) [all-time for contrast: 42,789 people, 42,789 empty]","This field is on about 42,789 people and every single one of them is empty.",DELETE,2026-09-08,Current: a click ID stored permanently on the person -> Expected: removed from the person.,"PostHog, Inc42 | Live project (53557) > People. And the Inc42 Media website code that copies the web address into the person record.","Remove it - nothing is lost, every value is empty.",The field no longer appears in the people list in PostHog.
marketing_attribution,_kx,(remove from the person),inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,(remove from the person):string,Yes,"(remove from the person) = removed - it belongs to a click, not a person",web,posthog,manual,"PostHog '_kx' SINCE 1 JAN 2025: 41,315 people, 41,315 empty (100% of them empty) [all-time for contrast: 42,789 people, 42,789 empty]","This field is on about 42,789 people and every single one of them is empty.",DELETE,2026-09-08,Current: a click ID stored permanently on the person -> Expected: removed from the person.,"PostHog, Inc42 | Live project (53557) > People. And the Inc42 Media website code that copies the web address into the person record.","Remove it - nothing is lost, every value is empty.",The field no longer appears in the people list in PostHog.
marketing_attribution,dclid,(remove from the person),inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,(remove from the person):string,Yes,"(remove from the person) = removed - it belongs to a click, not a person",web,posthog,manual,"PostHog 'dclid' SINCE 1 JAN 2025: 41,315 people, 41,315 empty (100% of them empty) [all-time for contrast: 42,789 people, 42,789 empty]","This field is on about 42,789 people and every single one of them is empty.",DELETE,2026-09-08,Current: a click ID stored permanently on the person -> Expected: removed from the person.,"PostHog, Inc42 | Live project (53557) > People. And the Inc42 Media website code that copies the web address into the person record.","Remove it - nothing is lost, every value is empty.",The field no longer appears in the people list in PostHog.
marketing_attribution,gclsrc,(remove from the person),inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,(remove from the person):string,Yes,"(remove from the person) = removed - it belongs to a click, not a person",web,posthog,manual,"PostHog 'gclsrc' SINCE 1 JAN 2025: 41,315 people, 41,315 empty (100% of them empty) [all-time for contrast: 42,789 people, 42,789 empty]","This field is on about 42,789 people and every single one of them is empty.",DELETE,2026-09-08,Current: a click ID stored permanently on the person -> Expected: removed from the person.,"PostHog, Inc42 | Live project (53557) > People. And the Inc42 Media website code that copies the web address into the person record.","Remove it - nothing is lost, every value is empty.",The field no longer appears in the people list in PostHog.
marketing_attribution,irclid,(remove from the person),inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,(remove from the person):string,Yes,"(remove from the person) = removed - it belongs to a click, not a person",web,posthog,manual,"PostHog 'irclid' SINCE 1 JAN 2025: 41,315 people, 41,315 empty (100% of them empty) [all-time for contrast: 42,789 people, 42,789 empty]","This field is on about 42,789 people and every single one of them is empty.",DELETE,2026-09-08,Current: a click ID stored permanently on the person -> Expected: removed from the person.,"PostHog, Inc42 | Live project (53557) > People. And the Inc42 Media website code that copies the web address into the person record.","Remove it - nothing is lost, every value is empty.",The field no longer appears in the people list in PostHog.
marketing_attribution,epik,(remove from the person),inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,(remove from the person):string,Yes,"(remove from the person) = removed - it belongs to a click, not a person",web,posthog,manual,"PostHog 'epik' SINCE 1 JAN 2025: 39,356 people, 39,356 empty (100% of them empty) [all-time for contrast: 40,829 people, 40,829 empty]","This field is on about 40,829 people and every single one of them is empty.",DELETE,2026-09-08,Current: a click ID stored permanently on the person -> Expected: removed from the person.,"PostHog, Inc42 | Live project (53557) > People. And the Inc42 Media website code that copies the web address into the person record.","Remove it - nothing is lost, every value is empty.",The field no longer appears in the people list in PostHog.
marketing_attribution,sccid,(remove from the person),inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,(remove from the person):string,Yes,"(remove from the person) = removed - it belongs to a click, not a person",web,posthog,manual,"PostHog 'sccid' SINCE 1 JAN 2025: 39,356 people, 39,356 empty (100% of them empty) [all-time for contrast: 40,829 people, 40,829 empty]","This field is on about 40,829 people and every single one of them is empty.",DELETE,2026-09-08,Current: a click ID stored permanently on the person -> Expected: removed from the person.,"PostHog, Inc42 | Live project (53557) > People. And the Inc42 Media website code that copies the web address into the person record.","Remove it - nothing is lost, every value is empty.",The field no longer appears in the people list in PostHog.
marketing_attribution,qclid,(remove from the person),inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,(remove from the person):string,Yes,"(remove from the person) = removed - it belongs to a click, not a person",web,posthog,manual,"PostHog 'qclid' SINCE 1 JAN 2025: 39,356 people, 39,356 empty (100% of them empty) [all-time for contrast: 40,829 people, 40,829 empty]","This field is on about 40,829 people and every single one of them is empty.",DELETE,2026-09-08,Current: a click ID stored permanently on the person -> Expected: removed from the person.,"PostHog, Inc42 | Live project (53557) > People. And the Inc42 Media website code that copies the web address into the person record.","Remove it - nothing is lost, every value is empty.",The field no longer appears in the people list in PostHog.
marketing_attribution,utm_source,utm_source,inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,utm_source:string,Yes,utm_source = unchanged,web,posthog,auto,"PostHog 'utm_source' SINCE 1 JAN 2025: 126,590 people, 30,352 empty (24% of them empty) [all-time for contrast: 329,154 people, 31,280 empty] ; live values in 'utm_source': facebook ~ ""moengage"" ~ ""JioNews"" ~ ""menu/"" ~ ""inshorts"" ~ ""linkedin""","Campaign tagging carried in the web address. Unlike the click IDs, these are read by reporting, so leave them.",KEEP,2026-09-08,Current: in use by reporting -> Expected: unchanged.,No change needed.,Nothing.,n/a - no change
marketing_attribution,utm_medium,utm_medium,inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,utm_medium:string,Yes,utm_medium = unchanged,web,posthog,auto,"PostHog 'utm_medium' SINCE 1 JAN 2025: 154,372 people, 29,849 empty (19% of them empty) [all-time for contrast: 474,097 people, 30,710 empty] ; live values in 'utm_medium': referral ~ ""email"" ~ ""cpc"" ~ ""social"" ~ ""paid"" ~ ""linkedin""","Campaign tagging carried in the web address. Unlike the click IDs, these are read by reporting, so leave them.",KEEP,2026-09-08,Current: in use by reporting -> Expected: unchanged.,No change needed.,Nothing.,n/a - no change
marketing_attribution,utm_campaign,utm_campaign,inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,utm_campaign:string,Yes,utm_campaign = unchanged,web,posthog,auto,"PostHog 'utm_campaign' SINCE 1 JAN 2025: 137,888 people, 37,477 empty (27% of them empty) [all-time for contrast: 456,825 people, 38,555 empty] ; live values in 'utm_campaign': back ~ ""brandlabs"" ~ ""morning-newsletter"" ~ ""JioNews"" ~ ""daily_news"" ~ ""2024-in-review""","Campaign tagging carried in the web address. Unlike the click IDs, these are read by reporting, so leave them.",KEEP,2026-09-08,Current: in use by reporting -> Expected: unchanged.,No change needed.,Nothing.,n/a - no change
marketing_attribution,utm_content,utm_content,inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,utm_content:string,Yes,utm_content = unchanged,web,posthog,auto,"PostHog 'utm_content' SINCE 1 JAN 2025: 103,075 people, 37,723 empty (37% of them empty) [all-time for contrast: 354,552 people, 38,828 empty] ; live values in 'utm_content': article ~ ""120211341572790781"" ~ ""120211148463900781"" ~ ""120209267218450781"" ~ ""newsletter"" ~ ""visit-us""","Campaign tagging carried in the web address. Unlike the click IDs, these are read by reporting, so leave them.",KEEP,2026-09-08,Current: in use by reporting -> Expected: unchanged.,No change needed.,Nothing.,n/a - no change
marketing_attribution,utm_term,utm_term,inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,utm_term:string,Yes,utm_term = unchanged,web,posthog,auto,"PostHog 'utm_term' SINCE 1 JAN 2025: 41,640 people, 41,149 empty (99% of them empty) [all-time for contrast: 75,276 people, 42,610 empty] ; live values in 'utm_term': 23854594649380780 ~ ""120211341572270781"" ~ ""120200381613740781"" ~ ""120204166434810781"" ~ ""120203798792820781"" ~ ""120204005580270781""","Campaign tagging carried in the web address. Unlike the click IDs, these are read by reporting, so leave them.",KEEP,2026-09-08,Current: in use by reporting -> Expected: unchanged.,No change needed.,Nothing.,n/a - no change
marketing_attribution,ph_keyword,(remove from the person),inc42,"Use the search box on inc42.com, then inspect the person in PostHog",https://inc42.com/,any,marketing_attribution,(remove from the person):string,Yes,(remove from the person) = kept on the search event instead,web,posthog,manual,"PostHog 'ph_keyword' SINCE 1 JAN 2025: 3 people, 0 empty (0% of them empty) [all-time for contrast: 3 people, 0 empty] ; live values in 'ph_keyword': https://inc42.com/features/healthcares-ai-test/ ~ ""honasa 3.0 strategy"" ~ ""why is mensa brands acquiring compaies""","Holds what someone typed into search, saved onto the person. Only 3 people, and the values include full questions a reader typed.",DELETE,2026-09-08,Current: a search term stored on the person -> Expected: kept on the search event.,"PostHog, Inc42 | Live project (53557) > People.","Keep search terms on the search event, not on the person. Remove the field.",ph_keyword no longer appears in the people list.
system_leftover,work_email,(remove),inc42,Look the field up in PostHog People and check how many people have it,,any,system_leftover,(remove):string,Yes,(remove) = removed,web,posthog,manual,"PostHog 'work_email' SINCE 1 JAN 2025: 1 people, 0 empty (0% of them empty) [all-time for contrast: 1 people, 0 empty] ; live values in 'work_email': yes",Exists on one person only - a test account. It clutters the field list and makes it look as though Media already writes the agreed lower-case names when it does not.,DELETE,2026-09-08,Current: a one-person copy of a real field -> Expected: removed.,"PostHog, Inc42 | Live project (53557) > People.",Remove it from the people list. Do not treat it as evidence that Media already uses the agreed name.,The people list shows one field per idea rather than a lower-case twin on one person.
system_leftover,seniority,(remove),inc42,Look the field up in PostHog People and check how many people have it,,any,system_leftover,(remove):string,Yes,(remove) = removed,web,posthog,manual,"PostHog 'seniority' SINCE 1 JAN 2025: 1 people, 0 empty (0% of them empty) [all-time for contrast: 1 people, 0 empty] ; live values in 'seniority': Student",Exists on one person only - a test account. It clutters the field list and makes it look as though Media already writes the agreed lower-case names when it does not.,DELETE,2026-09-08,Current: a one-person copy of a real field -> Expected: removed.,"PostHog, Inc42 | Live project (53557) > People.",Remove it from the people list. Do not treat it as evidence that Media already uses the agreed name.,The people list shows one field per idea rather than a lower-case twin on one person.
system_leftover,first_name,(remove),inc42,Look the field up in PostHog People and check how many people have it,,any,system_leftover,(remove):string,Yes,(remove) = removed,web,posthog | customerio,manual,"PostHog 'first_name' SINCE 1 JAN 2025: 1 people, 0 empty (0% of them empty) [all-time for contrast: 1 people, 0 empty] ; Customer.io 'first_name': present - campaigns: test ; live values in 'first_name': Anmol-1",Exists on one person only - a test account. It clutters the field list and makes it look as though Media already writes the agreed lower-case names when it does not.,DELETE,2026-09-08,Current: a one-person copy of a real field -> Expected: removed.,"PostHog, Inc42 | Live project (53557) > People.",Remove it from the people list. Do not treat it as evidence that Media already uses the agreed name.,The people list shows one field per idea rather than a lower-case twin on one person.
system_leftover,company_name,(remove),inc42,Look the field up in PostHog People and check how many people have it,,any,system_leftover,(remove):string,Yes,(remove) = removed,web,posthog,manual,"PostHog 'company_name' SINCE 1 JAN 2025: 1 people, 1 empty (100% of them empty) [all-time for contrast: 1 people, 1 empty] ; live values in 'company_name': undefined",Exists on one person only - a test account. It clutters the field list and makes it look as though Media already writes the agreed lower-case names when it does not.,DELETE,2026-09-08,Current: a one-person copy of a real field -> Expected: removed.,"PostHog, Inc42 | Live project (53557) > People.",Remove it from the people list. Do not treat it as evidence that Media already uses the agreed name.,The people list shows one field per idea rather than a lower-case twin on one person.
system_leftover,personal_email,(remove),inc42,Look the field up in PostHog People and check how many people have it,,any,system_leftover,(remove):string,Yes,(remove) = removed,web,posthog,manual,"PostHog 'personal_email' SINCE 1 JAN 2025: 1 people, 0 empty (0% of them empty) [all-time for contrast: 1 people, 0 empty] ; live values in 'personal_email': no",Exists on one person only - a test account. It clutters the field list and makes it look as though Media already writes the agreed lower-case names when it does not.,DELETE,2026-09-08,Current: a one-person copy of a real field -> Expected: removed.,"PostHog, Inc42 | Live project (53557) > People.",Remove it from the people list. Do not treat it as evidence that Media already uses the agreed name.,The people list shows one field per idea rather than a lower-case twin on one person.
system_leftover,last_name,(remove),inc42,Look the field up in PostHog People and check how many people have it,,any,system_leftover,(remove):string,Yes,(remove) = removed,web,posthog | customerio,manual,"PostHog 'last_name' SINCE 1 JAN 2025: 1 people, 0 empty (0% of them empty) [all-time for contrast: 1 people, 0 empty] ; Customer.io 'last_name': present - not used by any audience group or campaign ; live values in 'last_name': Kumar",Exists on one person only - a test account. It clutters the field list and makes it look as though Media already writes the agreed lower-case names when it does not.,DELETE,2026-09-08,Current: a one-person copy of a real field -> Expected: removed.,"PostHog, Inc42 | Live project (53557) > People.",Remove it from the people list. Do not treat it as evidence that Media already uses the agreed name.,The people list shows one field per idea rather than a lower-case twin on one person.
system_leftover,register_source,(remove),inc42,Look the field up in PostHog People and check how many people have it,,any,system_leftover,(remove):string,Yes,(remove) = removed,web,posthog,manual,"PostHog 'register_source' SINCE 1 JAN 2025: 1 people, 0 empty (0% of them empty) [all-time for contrast: 1 people, 0 empty] ; live values in 'register_source': Inc42 Datalabs",Exists on one person only - a test account. It clutters the field list and makes it look as though Media already writes the agreed lower-case names when it does not.,DELETE,2026-09-08,Current: a one-person copy of a real field -> Expected: removed.,"PostHog, Inc42 | Live project (53557) > People.",Remove it from the people list. Do not treat it as evidence that Media already uses the agreed name.,The people list shows one field per idea rather than a lower-case twin on one person.
system_leftover,uid,(remove),inc42,Look the field up in PostHog People and check how many people have it,,any,system_leftover,(remove):string,Yes,(remove) = removed,web,posthog,manual,"PostHog 'uid' SINCE 1 JAN 2025: 1 people, 0 empty (0% of them empty) [all-time for contrast: 1 people, 0 empty] ; live values in 'uid': google-oauth2|103395893238921402830",Exists on one person only - a test account. It clutters the field list and makes it look as though Media already writes the agreed lower-case names when it does not.,DELETE,2026-09-08,Current: a one-person copy of a real field -> Expected: removed.,"PostHog, Inc42 | Live project (53557) > People.",Remove it from the people list. Do not treat it as evidence that Media already uses the agreed name.,The people list shows one field per idea rather than a lower-case twin on one person.
system_leftover,registration_status,(remove),inc42,Look the field up in PostHog People and check how many people have it,,any,system_leftover,(remove):string,Yes,(remove) = removed,web,posthog,manual,"PostHog 'registration_status' SINCE 1 JAN 2025: 1 people, 0 empty (0% of them empty) [all-time for contrast: 1 people, 0 empty] ; live values in 'registration_status': registered",Exists on one person only - a test account. It clutters the field list and makes it look as though Media already writes the agreed lower-case names when it does not.,DELETE,2026-09-08,Current: a one-person copy of a real field -> Expected: removed.,"PostHog, Inc42 | Live project (53557) > People.",Remove it from the people list. Do not treat it as evidence that Media already uses the agreed name.,The people list shows one field per idea rather than a lower-case twin on one person.
system_leftover,user_creation_date,(remove),inc42,Look the field up in PostHog People and check how many people have it,,any,system_leftover,(remove):string,Yes,(remove) = removed,web,posthog,manual,"PostHog 'user_creation_date' SINCE 1 JAN 2025: 1 people, 0 empty (0% of them empty) [all-time for contrast: 1 people, 0 empty] ; live values in 'user_creation_date': 2024-08-20 08:02:44",Exists on one person only - a test account. It clutters the field list and makes it look as though Media already writes the agreed lower-case names when it does not.,DELETE,2026-09-08,Current: a one-person copy of a real field -> Expected: removed.,"PostHog, Inc42 | Live project (53557) > People.",Remove it from the people list. Do not treat it as evidence that Media already uses the agreed name.,The people list shows one field per idea rather than a lower-case twin on one person.
system_leftover,phone_number,(remove),inc42,Look the field up in PostHog People and check how many people have it,,any,system_leftover,(remove):string,Yes,(remove) = removed,web,posthog,manual,"PostHog 'phone_number' SINCE 1 JAN 2025: 1 people, 0 empty (0% of them empty) [all-time for contrast: 1 people, 0 empty] ; live values in 'phone_number': 3456789",Exists on one person only - a test account. It clutters the field list and makes it look as though Media already writes the agreed lower-case names when it does not.,DELETE,2026-09-08,Current: a one-person copy of a real field -> Expected: removed.,"PostHog, Inc42 | Live project (53557) > People.",Remove it from the people list. Do not treat it as evidence that Media already uses the agreed name.,The people list shows one field per idea rather than a lower-case twin on one person.
system_leftover,designation,(remove),inc42,Look the field up in PostHog People and check how many people have it,,any,system_leftover,(remove):string,Yes,(remove) = removed,web,posthog,manual,"PostHog 'designation' SINCE 1 JAN 2025: 1 people, 1 empty (100% of them empty) [all-time for contrast: 1 people, 1 empty]",Exists on one person only - a test account. It clutters the field list and makes it look as though Media already writes the agreed lower-case names when it does not.,DELETE,2026-09-08,Current: a one-person copy of a real field -> Expected: removed.,"PostHog, Inc42 | Live project (53557) > People.",Remove it from the people list. Do not treat it as evidence that Media already uses the agreed name.,The people list shows one field per idea rather than a lower-case twin on one person.
system_leftover,full_name,(remove),inc42,Look the field up in PostHog People and check how many people have it,,any,system_leftover,(remove):string,Yes,(remove) = removed,web,posthog,manual,"PostHog 'full_name' SINCE 1 JAN 2025: 1 people, 0 empty (0% of them empty) [all-time for contrast: 1 people, 0 empty] ; live values in 'full_name': Anmol-1 Kumar",Exists on one person only - a test account. It clutters the field list and makes it look as though Media already writes the agreed lower-case names when it does not.,DELETE,2026-09-08,Current: a one-person copy of a real field -> Expected: removed.,"PostHog, Inc42 | Live project (53557) > People.",Remove it from the people list. Do not treat it as evidence that Media already uses the agreed name.,The people list shows one field per idea rather than a lower-case twin on one person.
system_leftover,name,(remove),inc42,Look the field up in PostHog People and check how many people have it,,any,system_leftover,(remove):string,Yes,(remove) = removed,web,posthog,manual,"PostHog 'name' SINCE 1 JAN 2025: 3 people, 0 empty (0% of them empty) [all-time for contrast: 3 people, 0 empty] ; live values in 'name': Anmol-1 Kumar ~ ""testet tetete"" ~ ""Max Hedgehog""",Exists on one person only - a test account. It clutters the field list and makes it look as though Media already writes the agreed lower-case names when it does not.,DELETE,2026-09-08,Current: a one-person copy of a real field -> Expected: removed.,"PostHog, Inc42 | Live project (53557) > People.",Remove it from the people list. Do not treat it as evidence that Media already uses the agreed name.,The people list shows one field per idea rather than a lower-case twin on one person.
system_leftover,is_staff,(remove),inc42,Look the field up in PostHog People,,any,system_leftover,(remove):string,Yes,(remove) = removed,web,posthog,manual,"PostHog 'is_staff' SINCE 1 JAN 2025: 3 people, 0 empty (0% of them empty) [all-time for contrast: 3 people, 0 empty] ; live values in 'is_staff': true","An internal flag from the site's own back end, on 3 people. Not reader information.",DELETE,2026-09-08,Current: internal or test-only -> Expected: removed.,"PostHog, Inc42 | Live project (53557) > People.",Stop sending it and remove it from the people list.,The field no longer appears in the people list.
system_leftover,is_superuser,(remove),inc42,Look the field up in PostHog People,,any,system_leftover,(remove):string,Yes,(remove) = removed,web,posthog,manual,"PostHog 'is_superuser' SINCE 1 JAN 2025: 1 people, 0 empty (0% of them empty) [all-time for contrast: 1 people, 0 empty] ; live values in 'is_superuser': true","An internal flag from the site's own back end, on 1 person. Not reader information.",DELETE,2026-09-08,Current: internal or test-only -> Expected: removed.,"PostHog, Inc42 | Live project (53557) > People.",Stop sending it and remove it from the people list.,The field no longer appears in the people list.
system_leftover,plan,(remove),inc42,Look the field up in PostHog People,,any,system_leftover,(remove):string,Yes,(remove) = removed,web,posthog,manual,"PostHog 'plan' SINCE 1 JAN 2025: 1 people, 0 empty (0% of them empty) [all-time for contrast: 1 people, 0 empty] ; live values in 'plan': enterprise",On one test account. Not a Media field.,DELETE,2026-09-08,Current: internal or test-only -> Expected: removed.,"PostHog, Inc42 | Live project (53557) > People.",Stop sending it and remove it from the people list.,The field no longer appears in the people list.
system_leftover,credits,(remove),inc42,Look the field up in PostHog People,,any,system_leftover,(remove):string,Yes,(remove) = removed,web,posthog,manual,"PostHog 'credits' SINCE 1 JAN 2025: 1 people, 0 empty (0% of them empty) [all-time for contrast: 1 people, 0 empty] ; live values in 'credits': 999999","On one test account, value 999999. Not a Media field.",DELETE,2026-09-08,Current: internal or test-only -> Expected: removed.,"PostHog, Inc42 | Live project (53557) > People.",Stop sending it and remove it from the people list.,The field no longer appears in the people list.
vendor_plumbing,cio_id,cio_id,inc42,Open any Customer.io profile,,any,vendor_plumbing,cio_id:string,Yes,cio_id = unchanged,customerio,customerio,manual,Customer.io 'cio_id': present - audience groups: All Users,Customer.io writes this itself. Not written by Inc42 and not something to fix. cio_id feeds the 'All Users' audience group.,NONE,2026-09-08,Current: vendor plumbing -> Expected: unchanged.,No change needed.,Nothing. This is the tool's own plumbing.,n/a - no change
vendor_plumbing,cio_city,cio_city,inc42,Open any Customer.io profile,,any,vendor_plumbing,cio_city:string,Yes,cio_city = unchanged,customerio,customerio,manual,Customer.io 'cio_city': present - not used by any audience group or campaign,Customer.io writes this itself. Not written by Inc42 and not something to fix.,NONE,2026-09-08,Current: vendor plumbing -> Expected: unchanged.,No change needed.,Nothing. This is the tool's own plumbing.,n/a - no change
vendor_plumbing,cio_country,cio_country,inc42,Open any Customer.io profile,,any,vendor_plumbing,cio_country:string,Yes,cio_country = unchanged,customerio,customerio,manual,Customer.io 'cio_country': present - not used by any audience group or campaign,Customer.io writes this itself. Not written by Inc42 and not something to fix.,NONE,2026-09-08,Current: vendor plumbing -> Expected: unchanged.,No change needed.,Nothing. This is the tool's own plumbing.,n/a - no change
vendor_plumbing,cio_region,cio_region,inc42,Open any Customer.io profile,,any,vendor_plumbing,cio_region:string,Yes,cio_region = unchanged,customerio,customerio,manual,Customer.io 'cio_region': present - not used by any audience group or campaign,Customer.io writes this itself. Not written by Inc42 and not something to fix.,NONE,2026-09-08,Current: vendor plumbing -> Expected: unchanged.,No change needed.,Nothing. This is the tool's own plumbing.,n/a - no change
vendor_plumbing,cio_postal_code,cio_postal_code,inc42,Open any Customer.io profile,,any,vendor_plumbing,cio_postal_code:string,Yes,cio_postal_code = unchanged,customerio,customerio,manual,Customer.io 'cio_postal_code': present - not used by any audience group or campaign,Customer.io writes this itself. Not written by Inc42 and not something to fix.,NONE,2026-09-08,Current: vendor plumbing -> Expected: unchanged.,No change needed.,Nothing. This is the tool's own plumbing.,n/a - no change
vendor_plumbing,cio_continent,cio_continent,inc42,Open any Customer.io profile,,any,vendor_plumbing,cio_continent:string,Yes,cio_continent = unchanged,customerio,customerio,manual,Customer.io 'cio_continent': present - not used by any audience group or campaign,Customer.io writes this itself. Not written by Inc42 and not something to fix.,NONE,2026-09-08,Current: vendor plumbing -> Expected: unchanged.,No change needed.,Nothing. This is the tool's own plumbing.,n/a - no change
vendor_plumbing,cio_iso_continent,cio_iso_continent,inc42,Open any Customer.io profile,,any,vendor_plumbing,cio_iso_continent:string,Yes,cio_iso_continent = unchanged,customerio,customerio,manual,Customer.io 'cio_iso_continent': present - not used by any audience group or campaign,Customer.io writes this itself. Not written by Inc42 and not something to fix.,NONE,2026-09-08,Current: vendor plumbing -> Expected: unchanged.,No change needed.,Nothing. This is the tool's own plumbing.,n/a - no change
vendor_plumbing,cio_iso_country,cio_iso_country,inc42,Open any Customer.io profile,,any,vendor_plumbing,cio_iso_country:string,Yes,cio_iso_country = unchanged,customerio,customerio,manual,Customer.io 'cio_iso_country': present - not used by any audience group or campaign,Customer.io writes this itself. Not written by Inc42 and not something to fix.,NONE,2026-09-08,Current: vendor plumbing -> Expected: unchanged.,No change needed.,Nothing. This is the tool's own plumbing.,n/a - no change
vendor_plumbing,cio_iso_region,cio_iso_region,inc42,Open any Customer.io profile,,any,vendor_plumbing,cio_iso_region:string,Yes,cio_iso_region = unchanged,customerio,customerio,manual,Customer.io 'cio_iso_region': present - not used by any audience group or campaign,Customer.io writes this itself. Not written by Inc42 and not something to fix.,NONE,2026-09-08,Current: vendor plumbing -> Expected: unchanged.,No change needed.,Nothing. This is the tool's own plumbing.,n/a - no change
vendor_plumbing,cio_latitude,cio_latitude,inc42,Open any Customer.io profile,,any,vendor_plumbing,cio_latitude:string,Yes,cio_latitude = unchanged,customerio,customerio,manual,Customer.io 'cio_latitude': present - not used by any audience group or campaign,Customer.io writes this itself. Not written by Inc42 and not something to fix.,NONE,2026-09-08,Current: vendor plumbing -> Expected: unchanged.,No change needed.,Nothing. This is the tool's own plumbing.,n/a - no change
vendor_plumbing,cio_longitude,cio_longitude,inc42,Open any Customer.io profile,,any,vendor_plumbing,cio_longitude:string,Yes,cio_longitude = unchanged,customerio,customerio,manual,Customer.io 'cio_longitude': present - not used by any audience group or campaign,Customer.io writes this itself. Not written by Inc42 and not something to fix.,NONE,2026-09-08,Current: vendor plumbing -> Expected: unchanged.,No change needed.,Nothing. This is the tool's own plumbing.,n/a - no change
